sigma_fair,sigma_offset,option_type,num_zeros,boundary_type,lower_boundary,upper_boundary,early_exercise_premium,american_value,european_value
0.32,0.08,put,0,always_exercise,,,0.0,3.032753852895816,3.032753852895816
0.32,0.09,call,0,always_exercise,,,0.0,3.4110550305884217,3.4110550305884217
0.32,0.09,put,0,always_exercise,,,0.0,3.4110550305884075,3.4110550305884075
0.32,0.1,call,0,always_exercise,,,0.0,3.789105837971718,3.789105837971718
0.32,0.1,put,0,always_exercise,,,0.0,3.7891058379717037,3.7891058379717037
0.33,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.33,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.33,0.01,call,0,always_exercise,,,0.0,0.3794211342643763,0.3794211342643763
0.33,0.01,put,0,always_exercise,,,0.0,0.3794211342643763,0.3794211342643763
0.33,0.02,call,0,always_exercise,,,0.0,0.7587613161793882,0.7587613161793882
0.33,0.02,put,0,always_exercise,,,0.0,0.7587613161793811,0.7587613161793811
0.33,0.03,call,0,always_exercise,,,0.0,1.1379909625538005,1.1379909625538005
0.33,0.03,put,0,always_exercise,,,0.0,1.1379909625538005,1.1379909625538005
0.33,0.04,call,0,always_exercise,,,0.0,1.517082690233316,1.517082690233316
0.33,0.04,put,0,always_exercise,,,0.0,1.517082690233316,1.517082690233316
0.33,0.05,call,0,always_exercise,,,0.0,1.896011033247035,1.896011033247035
0.33,0.05,put,0,always_exercise,,,0.0,1.896011033247028,1.896011033247028
0.33,0.06,call,0,always_exercise,,,0.0,2.274752203110488,2.274752203110488
0.33,0.06,put,0,always_exercise,,,0.0,2.274752203110488,2.274752203110488
0.33,0.07,call,0,always_exercise,,,0.0,2.6532838848201763,2.6532838848201763
0.33,0.07,put,0,always_exercise,,,0.0,2.6532838848201763,2.6532838848201763
0.33,0.08,call,0,always_exercise,,,0.0,3.031585062512775,3.031585062512775
0.33,0.08,put,0,always_exercise,,,0.0,3.031585062512768,3.031585062512768
0.33,0.09,call,0,always_exercise,,,0.0,3.4096358698960714,3.4096358698960714
0.33,0.09,put,0,always_exercise,,,0.0,3.4096358698960643,3.4096358698960643
0.33,0.1,call,0,always_exercise,,,0.0,3.7874174614588796,3.7874174614588796
0.33,0.1,put,0,always_exercise,,,0.0,3.7874174614588796,3.7874174614588796
0.34,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.34,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.34,0.01,call,0,always_exercise,,,0.0,0.37934018191501195,0.37934018191501195
0.34,0.01,put,0,always_exercise,,,0.0,0.37934018191500485,0.37934018191500485
0.34,0.02,call,0,always_exercise,,,0.0,0.7585698282894313,0.7585698282894313
0.34,0.02,put,0,always_exercise,,,0.0,0.7585698282894242,0.7585698282894242
0.34,0.03,call,0,always_exercise,,,0.0,1.1376615559689398,1.1376615559689398
0.34,0.03,put,0,always_exercise,,,0.0,1.1376615559689398,1.1376615559689398
0.34,0.04,call,0,always_exercise,,,0.0,1.5165898989826587,1.5165898989826587
0.34,0.04,put,0,always_exercise,,,0.0,1.5165898989826516,1.5165898989826516
0.34,0.05,call,0,always_exercise,,,0.0,1.8953310688461116,1.8953310688461116
0.34,0.05,put,0,always_exercise,,,0.0,1.8953310688461116,1.8953310688461116
